gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,tenure_group,services_count,has_internet,avg_charge_per_month
Female,0,No,Yes,4,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),81.02,324.08,new,2,1,81.02
Male,0,Yes,Yes,7,Yes,No phone service,DSL,Yes,No,No,No internet service,Yes,No internet service,Two year,No,Electronic check,71.05,497.35,new,2,1,71.05
Male,0,No,No,61,Yes,No,Fiber optic,No,No internet service,Yes,No internet service,No,No,Month-to-month,Yes,Electronic check,84.93,5180.73,loyal,1,1,84.92999999999999
Male,0,No,No,53,Yes,No,Fiber optic,No,No internet service,No,No,Yes,Yes,Month-to-month,No,Mailed check,88.23,4676.19,loyal,2,1,88.22999999999999
Male,0,No,No,35,Yes,No,Fiber optic,Yes,No internet service,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),108.39,3793.65,mid,2,1,108.39
Male,0,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,Yes,No,Month-to-month,No,Mailed check,69.92,5034.24,loyal,4,1,69.92
Male,0,No,Yes,31,Yes,No,Fiber optic,No,Yes,Yes,No internet service,Yes,No,Month-to-month,Yes,Mailed check,83.27,2581.37,mid,3,1,83.27
Male,0,No,Yes,30,Yes,No,Fiber optic,No,No internet service,Yes,Yes,No internet service,Yes,Month-to-month,No,Electronic check,64.92,1947.6,mid,3,1,64.92
Male,0,No,No,68,Yes,No,Fiber optic,No internet service,No,Yes,No,No internet service,Yes,One year,No,Credit card (automatic),82.39,5602.52,loyal,2,1,82.39
Male,0,No,No,67,Yes,No,Fiber optic,No,No,Yes,No,No,No internet service,Month-to-month,Yes,Electronic check,32.26,2161.42,loyal,1,1,32.26
Female,0,No,No,18,Yes,No phone service,No,No,Yes,No,No internet service,Yes,Yes,One year,No,Mailed check,56.69,1020.42,mid,3,0,56.69
Male,0,No,No,21,Yes,Yes,Fiber optic,No,Yes,No internet service,No,Yes,Yes,One year,Yes,Electronic check,29.02,609.42,mid,3,1,29.02
Male,1,No,No,62,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,43.85,2718.7,loyal,4,1,43.849999999999994
Male,0,No,Yes,57,No,No,Fiber optic,No internet service,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),36.99,2108.43,loyal,2,1,36.989999999999995
Male,0,No,No,3,Yes,No,No,No internet service,Yes,Yes,No internet service,Yes,No internet service,Two year,Yes,Credit card (automatic),119.45,358.35,new,3,0,119.45
Male,0,Yes,Yes,16,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),88.97,1423.52,mid,2,1,88.97
Male,1,Yes,No,67,Yes,Yes,DSL,Yes,No internet service,Yes,No,Yes,No,One year,Yes,Mailed check,29.9,2003.3,loyal,3,1,29.9
Male,0,No,No,28,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),48.89,1368.92,mid,1,1,48.89
Female,0,No,No,21,Yes,No phone service,Fiber optic,No,No,No internet service,No,Yes,No,Month-to-month,No,Electronic check,92.46,1941.66,mid,1,1,92.46000000000001
Female,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No,No,Yes,Yes,One year,No,Mailed check,101.95,7340.4,loyal,2,0,101.94999999999999
Female,0,No,No,28,Yes,No,No,No,No,No internet service,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),70.32,1968.96,mid,1,0,70.32000000000001
Female,0,Yes,No,70,No,Yes,Fiber optic,No,No,Yes,No internet service,No internet service,No,One year,Yes,Electronic check,25.24,1766.8,loyal,1,1,25.24
Female,0,Yes,Yes,20,Yes,No,Fiber optic,No internet service,No,No,No,No,No,Month-to-month,Yes,Electronic check,104.18,2083.6,mid,0,1,104.17999999999999
Male,0,Yes,No,14,Yes,No phone service,No,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,89.08,1247.12,mid,1,0,89.08
Female,0,No,Yes,12,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,Yes,No,Yes,Month-to-month,Yes,Mailed check,53.9,646.8,new,3,1,53.9
Female,0,No,Yes,41,Yes,No phone service,Fiber optic,No,Yes,Yes,No,No,No internet service,Month-to-month,No,Electronic check,41.57,1704.37,loyal,2,1,41.57
Female,0,Yes,Yes,26,Yes,Yes,DSL,Yes,No,Yes,No internet service,Yes,No,Month-to-month,No,Electronic check,80.54,2094.04,mid,3,1,80.53999999999999
Male,1,Yes,No,46,Yes,No,No,No,No internet service,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),80.78,3715.88,loyal,3,0,80.78
Male,0,No,No,38,Yes,No,Fiber optic,No internet service,No,No,No internet service,Yes,Yes,Two year,No,Electronic check,73.75,2802.5,loyal,2,1,73.75
Female,0,No,Yes,42,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),118.98,4997.16,loyal,2,1,118.97999999999999
Female,0,No,No,63,Yes,No,Fiber optic,Yes,No internet service,No internet service,Yes,No,No internet service,One year,Yes,Electronic check,63.51,4001.13,loyal,2,1,63.510000000000005
Female,0,Yes,Yes,69,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),51.35,3543.15,loyal,4,0,51.35
Male,0,No,No,34,Yes,Yes,DSL,No internet service,No internet service,No,No,Yes,No internet service,Two year,Yes,Bank transfer (automatic),59.76,2031.84,mid,1,1,59.76
Female,0,No,No,39,Yes,No,DSL,No,Yes,No internet service,Yes,No,Yes,Two year,Yes,Electronic check,73.2,2854.8,loyal,3,1,73.2
Female,0,No,No,16,Yes,No,No,No internet service,Yes,No internet service,No,Yes,No internet service,One year,No,Credit card (automatic),64.14,1026.24,mid,2,0,64.14
Female,0,No,No,3,Yes,Yes,DSL,No,No,No,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),18.8,56.4,new,1,1,18.8
Male,0,Yes,Yes,61,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,34.38,2097.18,loyal,2,1,34.379999999999995
Male,0,No,No,29,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,71.5,2073.5,mid,4,1,71.5
Male,0,Yes,No,64,Yes,Yes,DSL,No internet service,Yes,Yes,No internet service,No,No,One year,Yes,Credit card (automatic),72.2,4620.8,loyal,2,1,72.2
Male,1,No,No,47,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Mailed check,100.87,4740.89,loyal,1,1,100.87
Female,0,No,Yes,10,Yes,Yes,No,Yes,No,Yes,No internet service,No internet service,No internet service,Two year,No,Electronic check,56.11,561.1,new,2,0,56.11
Female,0,Yes,Yes,33,Yes,No,No,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),23.24,766.92,mid,3,0,23.24
Female,0,No,No,29,Yes,No,No,No internet service,Yes,No,Yes,Yes,No internet service,Two year,Yes,Electronic check,77.0,2233.0,mid,3,0,77.0
Male,0,Yes,No,27,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No,No,No internet service,Month-to-month,Yes,Electronic check,86.2,2327.4,mid,0,1,86.2
Female,0,No,No,33,Yes,No,No,Yes,Yes,No,No internet service,Yes,No,One year,Yes,Credit card (automatic),98.48,3249.84,mid,3,0,98.48
Female,0,No,No,55,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,31.74,1745.7,loyal,3,0,31.740000000000002
Female,0,No,No,8,Yes,Yes,No,No internet service,No internet service,Yes,No internet service,No,Yes,Month-to-month,No,Electronic check,111.72,893.76,new,2,0,111.72
Female,1,Yes,No,67,Yes,No,Fiber optic,No,No,Yes,No,Yes,No internet service,Month-to-month,Yes,Mailed check,101.61,6807.87,loyal,2,1,101.61
Female,0,Yes,No,29,No,No,No,No,Yes,No,No,Yes,Yes,Two year,Yes,Mailed check,118.69,3442.01,mid,3,0,118.69000000000001
Male,0,Yes,No,36,No,Yes,DSL,No,Yes,Yes,Yes,No internet service,Yes,One year,No,Bank transfer (automatic),33.34,1200.24,mid,4,1,33.34
Female,0,No,No,21,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No internet service,No,Yes,One year,Yes,Mailed check,63.14,1325.94,mid,1,1,63.14
Male,0,No,Yes,5,Yes,No,No,No,No,No internet service,No,No internet service,No,One year,Yes,Bank transfer (automatic),72.0,360.0,new,0,0,72.0
Male,0,Yes,No,25,Yes,No,No,No,Yes,No,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),105.86,2646.5,mid,1,0,105.86
Female,0,Yes,Yes,55,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),118.08,6494.4,loyal,1,1,118.08
Female,0,No,Yes,61,Yes,No phone service,DSL,No,Yes,No,No,No internet service,Yes,Two year,No,Bank transfer (automatic),40.72,2483.92,loyal,2,1,40.72
Female,0,Yes,No,25,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,No,Yes,Month-to-month,No,Credit card (automatic),108.61,2715.25,mid,1,1,108.61
Male,0,Yes,No,41,Yes,Yes,Fiber optic,Yes,No,No internet service,No internet service,No,Yes,One year,No,Electronic check,26.76,1097.16,loyal,2,1,26.76
Male,1,No,No,42,No,No,No,No internet service,No internet service,No internet service,No,No,No,Two year,Yes,Electronic check,87.09,3657.78,loyal,0,0,87.09
Male,0,No,Yes,54,Yes,Yes,Fiber optic,No internet service,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,21.73,1173.42,loyal,1,1,21.73
Female,1,Yes,Yes,0,Yes,No phone service,No,Yes,No internet service,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),62.1,0.0,new,3,0,0.0
Male,0,No,No,5,Yes,Yes,DSL,Yes,No,No,No,No internet service,No,Month-to-month,Yes,Mailed check,25.35,126.75,new,1,1,25.35
Female,0,No,No,18,Yes,No,DSL,Yes,No,No,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),45.74,823.32,mid,2,1,45.74
Male,1,Yes,No,34,Yes,No,DSL,Yes,No internet service,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,39.94,1357.96,mid,2,1,39.94
Female,0,No,No,12,Yes,Yes,DSL,No,No,No,Yes,No internet service,No,Month-to-month,No,Electronic check,90.97,1091.64,new,1,1,90.97000000000001
Male,0,Yes,Yes,15,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,115.48,1732.2,mid,2,1,115.48
Female,0,Yes,No,53,Yes,Yes,DSL,No,No internet service,No internet service,No,No,No internet service,One year,No,Bank transfer (automatic),91.08,4827.24,loyal,0,1,91.08
Male,0,Yes,Yes,45,Yes,Yes,Fiber optic,No,Yes,No internet service,No,No internet service,Yes,Two year,No,Mailed check,34.77,1564.65,loyal,2,1,34.77
Male,0,No,No,37,Yes,No,Fiber optic,No,No internet service,Yes,Yes,No internet service,No,One year,No,Electronic check,79.1,2926.7,loyal,2,1,79.1
Female,0,Yes,No,60,Yes,No,Fiber optic,No,Yes,No,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),36.63,2197.8,loyal,2,1,36.63
Male,0,Yes,No,40,Yes,No phone service,Fiber optic,Yes,No internet service,No,No internet service,Yes,Yes,Two year,Yes,Electronic check,33.28,1331.2,loyal,3,1,33.28
Female,1,Yes,No,69,Yes,No,Fiber optic,No,Yes,No,No internet service,No,Yes,Two year,No,Mailed check,110.79,7644.51,loyal,2,1,110.79
Male,0,No,No,11,Yes,No,Fiber optic,No,No internet service,Yes,Yes,Yes,No,One year,Yes,Electronic check,64.14,705.54,new,3,1,64.14
Female,0,No,Yes,61,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,81.68,4982.48,loyal,2,1,81.67999999999999
Female,1,No,No,34,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),86.43,2938.62,mid,3,1,86.42999999999999
Female,0,No,No,11,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,85.27,937.97,new,5,0,85.27
Female,0,No,Yes,40,Yes,Yes,Fiber optic,No,No internet service,No internet service,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),24.43,977.2,loyal,2,1,24.43
Female,0,Yes,No,28,Yes,Yes,Fiber optic,No,No internet service,Yes,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,29.05,813.4,mid,1,1,29.05
Male,0,No,No,33,Yes,Yes,DSL,Yes,No internet service,No internet service,No,Yes,No,One year,Yes,Mailed check,34.82,1149.06,mid,2,1,34.82
Male,0,Yes,No,55,Yes,No,DSL,No internet service,Yes,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),114.92,6320.6,loyal,4,1,114.92
Female,1,No,No,47,Yes,No,Fiber optic,No,No,No internet service,No,No,Yes,Two year,Yes,Mailed check,42.5,1997.5,loyal,1,1,42.5
Male,0,Yes,No,18,Yes,Yes,DSL,No,Yes,Yes,No internet service,No,No,One year,Yes,Mailed check,113.2,2037.6,mid,2,1,113.19999999999999
Male,1,No,No,60,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),98.56,5913.6,loyal,4,1,98.56
Female,0,No,Yes,48,Yes,Yes,DSL,No,No,No internet service,Yes,Yes,No internet service,Month-to-month,No,Electronic check,85.49,4103.52,loyal,2,1,85.49000000000001
Male,0,No,No,18,Yes,No,Fiber optic,Yes,Yes,No,No,No internet service,No internet service,Month-to-month,No,Mailed check,84.17,1515.06,mid,2,1,84.17
Female,0,No,No,30,Yes,No phone service,DSL,No,No internet service,No internet service,Yes,No,No internet service,Month-to-month,Yes,Mailed check,112.7,3381.0,mid,1,1,112.7
Male,0,Yes,No,46,No,No,Fiber optic,No internet service,Yes,No,No,No internet service,Yes,Two year,Yes,Electronic check,27.49,1264.54,loyal,2,1,27.49
Male,1,Yes,No,45,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,Yes,No internet service,No,Month-to-month,No,Mailed check,89.38,4022.1,loyal,2,1,89.38
Male,0,No,No,19,Yes,No,Fiber optic,No,No,No internet service,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),80.47,1528.93,mid,1,1,80.47
Female,0,Yes,No,1,Yes,No,DSL,No,Yes,No internet service,No,Yes,No,One year,Yes,Bank transfer (automatic),85.8,85.8,new,2,1,85.8
Female,0,Yes,No,62,No,Yes,Fiber optic,No internet service,No,No internet service,No internet service,No,No,One year,Yes,Bank transfer (automatic),99.22,6151.64,loyal,0,1,99.22
Male,1,No,No,48,Yes,Yes,No,No internet service,No internet service,Yes,Yes,No,No,One year,No,Bank transfer (automatic),66.45,3189.6,loyal,2,0,66.45
Female,0,Yes,No,20,Yes,Yes,Fiber optic,No,No,No,No internet service,No internet service,No,One year,Yes,Credit card (automatic),81.08,1621.6,mid,0,1,81.08
Female,0,Yes,No,12,Yes,No,DSL,No,Yes,No,No,No internet service,No,Two year,Yes,Credit card (automatic),70.58,846.96,new,1,1,70.58
Male,0,No,Yes,17,Yes,Yes,No,No,No,No,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),29.99,509.83,mid,1,0,29.99
Female,1,No,Yes,28,Yes,Yes,DSL,No internet service,No internet service,No,No,No,Yes,One year,Yes,Bank transfer (automatic),28.23,790.44,mid,1,1,28.23
Male,0,No,Yes,47,Yes,No phone service,DSL,Yes,No,No internet service,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),21.63,1016.61,loyal,4,1,21.63
Male,0,No,No,20,Yes,No,DSL,No internet service,No,No,No,No internet service,Yes,Month-to-month,No,Mailed check,84.54,1690.8,mid,1,1,84.53999999999999
Female,0,No,Yes,61,Yes,Yes,DSL,No internet service,No internet service,Yes,No internet service,No internet service,Yes,One year,Yes,Credit card (automatic),23.77,1449.97,loyal,2,1,23.77
Female,0,No,No,61,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,49.54,3021.94,loyal,3,1,49.54
Female,0,Yes,No,37,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,116.54,4311.98,loyal,4,1,116.53999999999999
Male,0,No,No,31,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No,Yes,No internet service,Month-to-month,Yes,Electronic check,106.29,3294.99,mid,2,1,106.28999999999999
Female,0,No,Yes,65,No,Yes,Fiber optic,No,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,87.05,5658.25,loyal,2,1,87.05
Male,0,No,No,24,Yes,No,Fiber optic,No internet service,No,Yes,No,No internet service,Yes,Month-to-month,No,Mailed check,35.44,850.56,mid,2,1,35.44
Female,0,Yes,Yes,23,Yes,No,No,No,Yes,No,No internet service,No,No internet service,Month-to-month,No,Credit card (automatic),41.22,948.06,mid,1,0,41.22
Male,0,No,No,27,Yes,No,DSL,No,No,Yes,No internet service,No,No internet service,Two year,No,Mailed check,96.93,2617.11,mid,1,1,96.93
Female,0,No,No,38,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,107.3,4077.4,loyal,2,1,107.3
Male,1,No,No,14,Yes,Yes,DSL,No internet service,Yes,No internet service,No,No,Yes,Month-to-month,Yes,Credit card (automatic),98.45,1378.3,mid,2,1,98.45
Male,0,Yes,No,51,Yes,Yes,Fiber optic,No internet service,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),101.51,5177.01,loyal,4,1,101.51
Female,0,Yes,No,16,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),96.45,1543.2,mid,4,1,96.45
Male,0,No,No,50,No,No,DSL,No,No internet service,Yes,Yes,No internet service,No,Month-to-month,Yes,Electronic check,35.2,1760.0,loyal,2,1,35.2
Female,0,Yes,No,0,No,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Electronic check,80.88,0.0,new,3,1,0.0
Male,0,Yes,Yes,9,Yes,No,DSL,No,Yes,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),38.72,348.48,new,4,1,38.72
Female,1,Yes,No,56,Yes,Yes,No,No,No,No,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,43.06,2411.36,loyal,0,0,43.06
Female,0,Yes,No,46,Yes,No,DSL,Yes,No,No,No,No internet service,No,Month-to-month,No,Electronic check,49.0,2254.0,loyal,1,1,49.0
Male,0,Yes,No,57,Yes,Yes,DSL,No internet service,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.38,1161.66,loyal,1,1,20.380000000000003
Female,0,Yes,No,28,Yes,No phone service,Fiber optic,No internet service,Yes,No,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.03,560.84,mid,1,1,20.03
Male,0,Yes,No,15,Yes,No,DSL,Yes,No,No internet service,Yes,No,No,Month-to-month,Yes,Mailed check,26.47,397.05,mid,2,1,26.470000000000002
Female,0,No,No,10,Yes,No,Fiber optic,No,No,No,Yes,Yes,No internet service,One year,No,Credit card (automatic),71.78,717.8,new,2,1,71.78
Female,0,Yes,No,25,No,Yes,DSL,No internet service,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,25.52,638.0,mid,1,1,25.52
Male,0,No,Yes,36,No,No,No,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,97.27,3501.72,mid,3,0,97.27
Male,0,No,No,60,Yes,No,Fiber optic,No,No internet service,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,18.88,1132.8,loyal,1,1,18.88
Male,0,Yes,Yes,51,Yes,Yes,Fiber optic,No internet service,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),52.0,2652.0,loyal,2,1,52.0
Male,0,Yes,Yes,38,Yes,No,DSL,No internet service,No,No internet service,No,Yes,No,Month-to-month,Yes,Credit card (automatic),34.05,1293.9,loyal,1,1,34.050000000000004
Female,0,No,Yes,0,Yes,No phone service,DSL,No,Yes,Yes,No,Yes,No internet service,One year,Yes,Electronic check,43.65,0.0,new,3,1,0.0
Female,0,Yes,Yes,58,Yes,Yes,Fiber optic,No,No,No,No,No internet service,No internet service,Two year,No,Credit card (automatic),90.07,5224.06,loyal,0,1,90.07000000000001
Male,0,Yes,Yes,40,Yes,No,No,No,No,No internet service,Yes,No internet service,No,Two year,Yes,Mailed check,23.63,945.2,loyal,1,0,23.630000000000003
Female,1,Yes,No,64,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),74.64,4776.96,loyal,1,1,74.64
Male,0,Yes,No,63,Yes,No,Fiber optic,No,No internet service,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),57.46,3619.98,loyal,2,1,57.46
Male,0,Yes,No,68,Yes,No,Fiber optic,No internet service,No internet service,No,No,No internet service,No,Two year,No,Bank transfer (automatic),72.07,4900.76,loyal,0,1,72.07000000000001
Female,1,No,No,50,Yes,Yes,DSL,Yes,No internet service,Yes,No,Yes,No,Month-to-month,No,Electronic check,109.01,5450.5,loyal,3,1,109.01
Female,0,No,No,66,No,No,Fiber optic,Yes,No internet service,No,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),32.61,2152.26,loyal,3,1,32.61000000000001
Male,0,Yes,No,15,Yes,No,Fiber optic,No,No internet service,Yes,No,Yes,No internet service,Month-to-month,No,Mailed check,93.15,1397.25,mid,2,1,93.15
Male,0,Yes,No,44,Yes,No,DSL,No internet service,No,No,No,No,Yes,Two year,No,Electronic check,117.2,5156.8,loyal,1,1,117.2
Female,0,Yes,Yes,44,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),104.25,4587.0,loyal,2,1,104.25
Female,0,Yes,Yes,18,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),51.54,927.72,mid,3,1,51.54
Male,0,No,No,62,No,No,Fiber optic,No internet service,Yes,No,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),47.78,2962.36,loyal,1,1,47.78
Female,0,No,Yes,47,Yes,No,No,No,No internet service,No,No,Yes,Yes,One year,Yes,Electronic check,26.8,1259.6,loyal,2,0,26.799999999999997
Female,0,No,No,56,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),61.9,3466.4,loyal,2,1,61.9
Female,0,Yes,No,33,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,Yes,No,No internet service,One year,Yes,Bank transfer (automatic),46.64,1539.12,mid,2,1,46.63999999999999
Female,0,Yes,No,20,Yes,Yes,Fiber optic,No internet service,No,No,No,No internet service,Yes,One year,No,Electronic check,113.65,2273.0,mid,1,1,113.65
Female,0,Yes,No,49,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,67.63,3313.87,loyal,2,1,67.63
Male,0,No,No,56,Yes,Yes,No,No,No,No,No,No,No,One year,No,Electronic check,102.18,5722.08,loyal,0,0,102.17999999999999
Male,1,Yes,No,57,Yes,No phone service,No,No,No,Yes,No,No,No internet service,Two year,Yes,Electronic check,84.35,4807.95,loyal,1,0,84.35
Male,0,Yes,No,31,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),23.32,722.92,mid,2,1,23.32
Female,0,No,No,61,Yes,No,No,No,No,No,No,No internet service,No,Month-to-month,No,Mailed check,117.87,7190.07,loyal,0,0,117.86999999999999
Female,0,No,Yes,52,Yes,No,DSL,No,No internet service,Yes,No,Yes,Yes,Two year,Yes,Electronic check,21.84,1135.68,loyal,3,1,21.84
Female,0,Yes,No,46,Yes,No,No,No,No internet service,Yes,No,Yes,Yes,Two year,Yes,Electronic check,104.93,4826.78,loyal,3,0,104.92999999999999
Female,1,No,No,66,Yes,No,DSL,No,No,Yes,Yes,No internet service,No internet service,One year,Yes,Electronic check,81.01,5346.66,loyal,2,1,81.00999999999999
Male,0,No,No,5,Yes,Yes,Fiber optic,No,Yes,No internet service,No,No,Yes,Month-to-month,No,Bank transfer (automatic),110.13,550.65,new,2,1,110.13
Female,0,No,No,50,Yes,No,No,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,29.39,1469.5,loyal,3,0,29.39
Female,0,Yes,Yes,31,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,No,Electronic check,64.63,2003.53,mid,4,1,64.63
Male,1,Yes,No,60,Yes,No,DSL,No internet service,No internet service,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,25.41,1524.6,loyal,4,1,25.41
Female,0,No,No,29,Yes,Yes,DSL,No,Yes,No,No,Yes,No internet service,Two year,No,Electronic check,81.86,2373.94,mid,2,1,81.86
Male,0,Yes,No,38,Yes,No,DSL,No internet service,No,No internet service,No,No internet service,No,Month-to-month,No,Electronic check,33.47,1271.86,loyal,0,1,33.47
Male,0,No,No,69,Yes,No phone service,No,No,No,No,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),27.26,1880.94,loyal,1,0,27.26
Male,0,No,Yes,37,Yes,No,Fiber optic,No,No internet service,No internet service,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),19.33,715.21,loyal,1,1,19.330000000000002
Female,0,Yes,No,56,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,101.93,5708.08,loyal,4,1,101.92999999999999
Female,0,No,No,64,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),37.7,2412.8,loyal,5,1,37.7
Female,0,Yes,No,43,Yes,No,DSL,No,No internet service,No internet service,No,Yes,Yes,Month-to-month,Yes,Mailed check,91.37,3928.91,loyal,2,1,91.36999999999999
Male,1,Yes,No,5,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,41.12,205.6,new,3,1,41.12
Female,1,Yes,No,50,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,70.91,3545.5,loyal,4,1,70.91
Male,0,Yes,No,0,Yes,No,Fiber optic,No,No internet service,Yes,No,No,No,One year,No,Mailed check,56.03,0.0,new,1,1,0.0
Male,0,Yes,No,1,Yes,No,Fiber optic,No internet service,No,No,No,No,No internet service,Two year,No,Mailed check,81.06,81.06,new,0,1,81.06
Female,0,No,Yes,58,Yes,No,No,No internet service,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,44.62,2587.96,loyal,2,0,44.62
Male,0,Yes,No,6,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,48.81,292.86,new,2,1,48.81
Male,0,Yes,Yes,43,Yes,Yes,DSL,No internet service,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,87.19,3749.17,loyal,4,1,87.19
Male,0,Yes,No,22,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Mailed check,49.12,1080.64,mid,0,1,49.120000000000005
Female,0,Yes,No,33,Yes,Yes,Fiber optic,Yes,No,No,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),83.49,2755.17,mid,2,1,83.49000000000001
Male,0,Yes,Yes,33,Yes,No,Fiber optic,Yes,No,No,No internet service,No,No,Two year,Yes,Credit card (automatic),47.53,1568.49,mid,1,1,47.53
